ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior
32,0,108,10,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
32,0,108,10,6,94.83,94.83,568.98,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
32,0,108,10,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
32,0,108,10,2,75.68,75.68,151.36,TOT101 RECTIFICACION DE DISCO,180,180
32,0,108,10,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
32,0,108,10,1,60.35,60.35,60.35,PH-10060 FILTRO DE ACEITE,33.77,33.77
32,0,108,10,1,362.07,362.07,362.07,BALATA TRASERA CHEVROLED CADIILAC TAHOE ESCALADE,272.08,272.08
32,0,108,10,1,1120.69,1120.69,1120.69,CABLES PARA BUJIA DE CHEVROLET 6.0 6.2,855.55,855.55
32,0,108,10,8,39.44,39.44,315.52,BUJIA DE ENCENDIDO CHAMPION CHEVROLET,17.21,17.21
32,0,108,10,1,134.42,134.42,134.42,FILTRO PARA AIRE AVALANCHE,129.63,129.63
33,0,111,10,5,94.83,94.83,474.15,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
33,0,111,10,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
33,0,111,10,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
33,0,111,10,2,2.6,2.6,5.2,HF0158 FOCO DE PELLIZCO,1.53,1.53
33,0,111,10,1,60.35,60.35,60.35,PH-10060 FILTRO DE ACEITE,33.77,33.77
33,0,111,10,2,420.26,420.26,840.52,GOMA DE REBOTE,323.62,323.62
33,0,111,10,2,159.48,159.48,318.96,GOMA DE BARRA ESTABILIZADORA MOPAR,124,124
33,0,111,10,1,94.83,94.83,94.83,FILTRO PARA AIRE DE JEEP,98.16,98.16
33,0,111,10,4,25.86,25.86,103.44,BUJIA DE ENCENDIDO COOPER,16.79,16.79
33,0,111,10,1,212.81,212.81,212.81,VALVULA PCV DODGE,323.75,323.75
34,0,111,10,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
34,0,111,10,5,94.83,94.83,474.15,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
34,0,111,10,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
34,0,111,10,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
34,0,111,10,2,2.6,2.6,5.2,HF0158 FOCO DE PELLIZCO,1.53,1.53
34,0,111,10,1,60.35,60.35,60.35,PH-10060 FILTRO DE ACEITE,33.77,33.77
34,0,111,10,2,420.26,420.26,840.52,GOMA DE REBOTE,323.62,323.62
34,0,111,10,2,159.48,159.48,318.96,GOMA DE BARRA ESTABILIZADORA MOPAR,124,124
34,0,111,10,1,94.83,94.83,94.83,FILTRO PARA AIRE DE JEEP,98.16,98.16
34,0,111,10,4,25.86,25.86,103.44,BUJIA DE ENCENDIDO COOPER,16.79,16.79
34,0,111,10,1,212.81,212.81,212.81,VALVULA PCV DODGE,323.75,323.75
34,0,111,10,2,948.28,948.28,1896.56,BRIDA DE AMORTIGUADOR DEL,729.07,729.07
63,0,127,88,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
65,0,106,70,1,250,250,250,ANTICONGELANTE ROJO 5 AÑOS,241.38,241.38
65,0,106,70,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
65,0,106,70,7,94.83,94.83,663.81,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
65,0,106,70,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
65,0,106,70,1,112.07,112.07,112.07,LIMPIADOR DE INYECTORES PRESURIZADO,78.6,78.6
65,0,106,70,1,3.54,3.54,3.54,MM4 ABRAZADERA SINFIN 1/4X5/8,4.1,4.1
65,0,106,70,1,103.45,103.45,103.45,LAVADO DE MOTOR Y CARROCERIA,90,90
65,0,106,70,1,420.26,420.26,420.26,GOMA DE REBOTE,323.62,323.62
65,0,106,70,1,370.69,370.69,370.69,FILTRO PARA AIRE BMW,369.49,369.49
65,0,106,70,1,77.59,77.59,77.59,FILTRO PARA ACEITE BMW,71.26,71.26
65,0,106,70,6,198.28,198.28,1189.68,BUJIA DE IRIDIUM BMW,158.86,158.86
65,0,106,70,2,12.93,12.93,25.86,TERMORETRACTIL,7.27,7.27
65,0,106,70,2,1543.07,1543.07,3086.14,AMORTIGUADOR TRASERO BMW,1186.98,1186.98
